Module	Section	Sample Name	Source
Rsem	all_sections	SRR9655412	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655412.stat/SRR9655412.cnt
Rsem	all_sections	SRR9655392	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655392.stat/SRR9655392.cnt
Rsem	all_sections	SRR9655404	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655404.stat/SRR9655404.cnt
Rsem	all_sections	SRR9655405	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655405.stat/SRR9655405.cnt
Rsem	all_sections	SRR9655393	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655393.stat/SRR9655393.cnt
Rsem	all_sections	SRR9655413	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655413.stat/SRR9655413.cnt
Rsem	all_sections	SRR9655385	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655385.stat/SRR9655385.cnt
Rsem	all_sections	SRR9655409	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655409.stat/SRR9655409.cnt
Rsem	all_sections	SRR9655389	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/02_RSEM/SRR9655389.stat/SRR9655389.cnt
STAR	SummaryLog	SRR9655388	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655388.Log.final.out
STAR	SummaryLog	SRR9655408	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655408.Log.final.out
STAR	SummaryLog	SRR9655398	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655398.Log.final.out
STAR	SummaryLog	SRR9655392	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655392.Log.final.out
STAR	SummaryLog	SRR9655406	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655406.Log.final.out
STAR	SummaryLog	SRR9655385	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655385.Log.final.out
STAR	SummaryLog	SRR9655411	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655411.Log.final.out
STAR	SummaryLog	SRR9655381	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655381.Log.final.out
STAR	SummaryLog	SRR9655396	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655396.Log.final.out
STAR	SummaryLog	SRR9655402	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655402.Log.final.out
STAR	SummaryLog	SRR9655386	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655386.Log.final.out
STAR	SummaryLog	SRR9655412	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655412.Log.final.out
STAR	SummaryLog	SRR9655391	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655391.Log.final.out
STAR	SummaryLog	SRR9655405	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655405.Log.final.out
STAR	SummaryLog	SRR9655395	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655395.Log.final.out
STAR	SummaryLog	SRR9655401	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655401.Log.final.out
STAR	SummaryLog	SRR9655382	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655382.Log.final.out
STAR	SummaryLog	SRR9655383	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655383.Log.final.out
STAR	SummaryLog	SRR9655394	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655394.Log.final.out
STAR	SummaryLog	SRR9655400	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655400.Log.final.out
STAR	SummaryLog	SRR9655390	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655390.Log.final.out
STAR	SummaryLog	SRR9655404	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655404.Log.final.out
STAR	SummaryLog	SRR9655387	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655387.Log.final.out
STAR	SummaryLog	SRR9655413	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655413.Log.final.out
STAR	SummaryLog	SRR9655397	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655397.Log.final.out
STAR	SummaryLog	SRR9655403	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655403.Log.final.out
STAR	SummaryLog	SRR9655380	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655380.Log.final.out
STAR	SummaryLog	SRR9655384	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655384.Log.final.out
STAR	SummaryLog	SRR9655410	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655410.Log.final.out
STAR	SummaryLog	SRR9655393	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655393.Log.final.out
STAR	SummaryLog	SRR9655407	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655407.Log.final.out
STAR	SummaryLog	SRR9655399	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655399.Log.final.out
STAR	SummaryLog	SRR9655409	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655409.Log.final.out
STAR	SummaryLog	SRR9655389	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/01_STAR/SRR9655389.Log.final.out
FastQC	all_sections	SRR9655396	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655396_fastqc.zip
FastQC	all_sections	SRR9655406	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655406_fastqc.zip
FastQC	all_sections	SRR9655387	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655387_fastqc.zip
FastQC	all_sections	SRR9655403	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655403_fastqc.zip
FastQC	all_sections	SRR9655382	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655382_fastqc.zip
FastQC	all_sections	SRR9655393	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655393_fastqc.zip
FastQC	all_sections	SRR9655412	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655412_fastqc.zip
FastQC	all_sections	SRR9655388	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655388_fastqc.zip
FastQC	all_sections	SRR9655394	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655394_fastqc.zip
FastQC	all_sections	SRR9655409	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655409_fastqc.zip
FastQC	all_sections	SRR9655385	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655385_fastqc.zip
FastQC	all_sections	SRR9655404	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655404_fastqc.zip
FastQC	all_sections	SRR9655399	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655399_fastqc.zip
FastQC	all_sections	SRR9655380	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655380_fastqc.zip
FastQC	all_sections	SRR9655401	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655401_fastqc.zip
FastQC	all_sections	SRR9655410	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655410_fastqc.zip
FastQC	all_sections	SRR9655391	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655391_fastqc.zip
FastQC	all_sections	SRR9655402	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655402_fastqc.zip
FastQC	all_sections	SRR9655383	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655383_fastqc.zip
FastQC	all_sections	SRR9655392	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655392_fastqc.zip
FastQC	all_sections	SRR9655413	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655413_fastqc.zip
FastQC	all_sections	SRR9655397	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655397_fastqc.zip
FastQC	all_sections	SRR9655407	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655407_fastqc.zip
FastQC	all_sections	SRR9655386	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655386_fastqc.zip
FastQC	all_sections	SRR9655381	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655381_fastqc.zip
FastQC	all_sections	SRR9655400	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655400_fastqc.zip
FastQC	all_sections	SRR9655411	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655411_fastqc.zip
FastQC	all_sections	SRR9655390	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655390_fastqc.zip
FastQC	all_sections	SRR9655389	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655389_fastqc.zip
FastQC	all_sections	SRR9655408	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655408_fastqc.zip
FastQC	all_sections	SRR9655395	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655395_fastqc.zip
FastQC	all_sections	SRR9655384	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655384_fastqc.zip
FastQC	all_sections	SRR9655398	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655398_fastqc.zip
FastQC	all_sections	SRR9655405	/Users/qh_tan/qianhui/work/deaf1/gse133979_muscle/data/02_aligned/00_fastqc/SRR9655405_fastqc.zip
